user_id,first_name,last_name,gender,age,disability,budget_per_night,is_married,have_kids,purpose_travel
3067,firstname2067,lastname2067,Male,55,VRAI,158.116,FAUX,VRAI,Business
3068,firstname2068,lastname2068,Male,55,VRAI,153.951,VRAI,FAUX,Leisure
3069,firstname2069,lastname2069,Male,56,VRAI,148.915,VRAI,FAUX,Business
3070,firstname2070,lastname2070,Male,57,VRAI,157.625,VRAI,VRAI,Leisure
3071,firstname2071,lastname2071,Male,55,VRAI,157.325,VRAI,VRAI,Business
3072,firstname2072,lastname2072,Male,57,VRAI,172.861,FAUX,FAUX,Leisure
3073,firstname2073,lastname2073,Male,53,VRAI,173.955,FAUX,FAUX,Business
3074,firstname2074,lastname2074,Male,57,VRAI,179.771,FAUX,VRAI,Leisure
3075,firstname2075,lastname2075,Male,55,VRAI,191.249,FAUX,VRAI,Business
3076,firstname2076,lastname2076,Male,56,VRAI,187.378,VRAI,FAUX,Leisure
3077,firstname2077,lastname2077,Male,54,VRAI,177.616,VRAI,FAUX,Business
3078,firstname2078,lastname2078,Male,57,VRAI,193.135,VRAI,VRAI,Leisure
3079,firstname2079,lastname2079,Male,53,VRAI,193.999,VRAI,VRAI,Business
3080,firstname2080,lastname2080,Male,57,VRAI,219.087,FAUX,FAUX,Leisure
3081,firstname2081,lastname2081,Male,55,VRAI,199.522,FAUX,FAUX,Business
3082,firstname2082,lastname2082,Male,55,VRAI,202.832,FAUX,VRAI,Leisure
3083,firstname2083,lastname2083,Male,55,VRAI,207.676,FAUX,VRAI,Business
3084,firstname2084,lastname2084,Male,57,VRAI,217.989,VRAI,FAUX,Leisure
3085,firstname2085,lastname2085,Male,55,VRAI,213.927,VRAI,FAUX,Business
3086,firstname2086,lastname2086,Male,56,VRAI,202.358,VRAI,VRAI,Leisure
3087,firstname2087,lastname2087,Male,56,VRAI,219.576,VRAI,VRAI,Business
3088,firstname2088,lastname2088,Male,55,VRAI,232.583,FAUX,FAUX,Leisure
3089,firstname2089,lastname2089,Male,57,VRAI,225.116,FAUX,FAUX,Business
3090,firstname2090,lastname2090,Male,57,VRAI,226.699,FAUX,VRAI,Leisure
3091,firstname2091,lastname2091,Male,53,VRAI,234.378,FAUX,VRAI,Business
3092,firstname2092,lastname2092,Male,56,VRAI,230.587,VRAI,FAUX,Leisure
3093,firstname2093,lastname2093,Male,53,VRAI,223.243,VRAI,FAUX,Business
3094,firstname2094,lastname2094,Male,57,VRAI,226.041,VRAI,VRAI,Leisure
3095,firstname2095,lastname2095,Male,55,VRAI,233.766,VRAI,VRAI,Business
3096,firstname2096,lastname2096,Male,56,VRAI,261.803,FAUX,FAUX,Leisure
3097,firstname2097,lastname2097,Male,53,VRAI,256.156,FAUX,FAUX,Business
3098,firstname2098,lastname2098,Male,55,VRAI,254.723,FAUX,VRAI,Leisure
3099,firstname2099,lastname2099,Male,54,VRAI,257.158,FAUX,VRAI,Business
3100,firstname2100,lastname2100,Male,57,VRAI,260.871,VRAI,FAUX,Leisure
3101,firstname2101,lastname2101,Male,55,VRAI,254.030,VRAI,FAUX,Business
3102,firstname2102,lastname2102,Male,55,VRAI,251.301,VRAI,VRAI,Leisure
3103,firstname2103,lastname2103,Male,57,VRAI,268.513,VRAI,VRAI,Business
3104,firstname2104,lastname2104,Male,56,VRAI,293.925,FAUX,FAUX,Leisure
3105,firstname2105,lastname2105,Male,55,VRAI,274.877,FAUX,FAUX,Business
3106,firstname2106,lastname2106,Male,53,VRAI,291.852,FAUX,VRAI,Leisure
3107,firstname2107,lastname2107,Male,56,VRAI,280.378,FAUX,VRAI,Business
3108,firstname2108,lastname2108,Male,56,VRAI,284.398,VRAI,FAUX,Leisure
3109,firstname2109,lastname2109,Male,56,VRAI,270.251,VRAI,FAUX,Business
3110,firstname2110,lastname2110,Male,53,VRAI,279.909,VRAI,VRAI,Leisure
3111,firstname2111,lastname2111,Male,56,VRAI,287.634,VRAI,VRAI,Business
3112,firstname2112,lastname2112,Male,53,VRAI,309.485,FAUX,FAUX,Leisure
3113,firstname2113,lastname2113,Male,53,VRAI,301.706,FAUX,FAUX,Business
3114,firstname2114,lastname2114,Male,54,VRAI,317.642,FAUX,VRAI,Leisure
3115,firstname2115,lastname2115,Male,55,VRAI,319.626,FAUX,VRAI,Business
3116,firstname2116,lastname2116,Male,56,VRAI,315.014,VRAI,FAUX,Leisure
3117,firstname2117,lastname2117,Male,57,VRAI,319.833,VRAI,FAUX,Business
3118,firstname2118,lastname2118,Male,57,VRAI,309.168,VRAI,VRAI,Leisure
3119,firstname2119,lastname2119,Male,54,VRAI,300.621,VRAI,VRAI,Business
3120,firstname2120,lastname2120,Male,54,VRAI,327.734,FAUX,FAUX,Leisure
3121,firstname2121,lastname2121,Male,54,VRAI,323.936,FAUX,FAUX,Business
3122,firstname2122,lastname2122,Male,56,VRAI,328.126,FAUX,VRAI,Leisure
3123,firstname2123,lastname2123,Male,56,VRAI,339.780,FAUX,VRAI,Business
3124,firstname2124,lastname2124,Male,56,VRAI,325.263,VRAI,FAUX,Leisure
3125,firstname2125,lastname2125,Male,54,VRAI,326.665,VRAI,FAUX,Business
3126,firstname2126,lastname2126,Male,53,VRAI,337.885,VRAI,VRAI,Leisure
3127,firstname2127,lastname2127,Male,53,VRAI,328.099,VRAI,VRAI,Business
3128,firstname2128,lastname2128,Male,55,VRAI,355.218,FAUX,FAUX,Leisure
3129,firstname2129,lastname2129,Male,56,VRAI,354.178,FAUX,FAUX,Business
3130,firstname2130,lastname2130,Male,57,VRAI,359.022,FAUX,VRAI,Leisure
3131,firstname2131,lastname2131,Male,55,VRAI,350.987,FAUX,VRAI,Business
3132,firstname2132,lastname2132,Male,53,VRAI,351.259,VRAI,FAUX,Leisure
3133,firstname2133,lastname2133,Male,54,VRAI,368.633,VRAI,FAUX,Business
3134,firstname2134,lastname2134,Male,53,VRAI,359.947,VRAI,VRAI,Leisure
3135,firstname2135,lastname2135,Male,53,VRAI,356.450,VRAI,VRAI,Business
3136,firstname2136,lastname2136,Male,56,VRAI,375.075,FAUX,FAUX,Leisure
3137,firstname2137,lastname2137,Male,56,VRAI,381.100,FAUX,FAUX,Business
3138,firstname2138,lastname2138,Male,55,VRAI,377.799,FAUX,VRAI,Leisure
3139,firstname2139,lastname2139,Male,57,VRAI,375.051,FAUX,VRAI,Business
3140,firstname2140,lastname2140,Male,54,VRAI,394.539,VRAI,FAUX,Leisure
3141,firstname2141,lastname2141,Male,53,VRAI,379.186,VRAI,FAUX,Business
3142,firstname2142,lastname2142,Male,54,VRAI,382.997,VRAI,VRAI,Leisure
3143,firstname2143,lastname2143,Male,56,VRAI,394.095,VRAI,VRAI,Business
3144,firstname2144,lastname2144,Male,57,VRAI,414.564,FAUX,FAUX,Leisure
3145,firstname2145,lastname2145,Male,57,VRAI,399.953,FAUX,FAUX,Business
3146,firstname2146,lastname2146,Male,53,VRAI,407.079,FAUX,VRAI,Leisure
3147,firstname2147,lastname2147,Male,56,VRAI,419.735,FAUX,VRAI,Business
3148,firstname2148,lastname2148,Male,56,VRAI,408.386,VRAI,FAUX,Leisure
3149,firstname2149,lastname2149,Male,56,VRAI,409.945,VRAI,FAUX,Business
3150,firstname2150,lastname2150,Male,53,VRAI,409.695,VRAI,VRAI,Leisure
3151,firstname2151,lastname2151,Male,53,VRAI,416.933,VRAI,VRAI,Business
3152,firstname2152,lastname2152,Male,54,VRAI,428.307,FAUX,FAUX,Leisure
3153,firstname2153,lastname2153,Male,56,VRAI,435.379,FAUX,FAUX,Business
3154,firstname2154,lastname2154,Male,56,VRAI,441.896,FAUX,VRAI,Leisure
3155,firstname2155,lastname2155,Male,56,VRAI,423.468,FAUX,VRAI,Business
3156,firstname2156,lastname2156,Male,54,VRAI,431.123,VRAI,FAUX,Leisure
3157,firstname2157,lastname2157,Male,56,VRAI,441.839,VRAI,FAUX,Business
3158,firstname2158,lastname2158,Male,56,VRAI,444.090,VRAI,VRAI,Leisure
3159,firstname2159,lastname2159,Male,54,VRAI,440.442,VRAI,VRAI,Business
3160,firstname2160,lastname2160,Male,57,VRAI,459.763,FAUX,FAUX,Leisure
3161,firstname2161,lastname2161,Male,56,VRAI,469.007,FAUX,FAUX,Business
3162,firstname2162,lastname2162,Male,53,VRAI,448.297,FAUX,VRAI,Leisure
3163,firstname2163,lastname2163,Male,57,VRAI,457.962,FAUX,VRAI,Business
3164,firstname2164,lastname2164,Male,54,VRAI,453.882,VRAI,FAUX,Leisure
3165,firstname2165,lastname2165,Male,56,VRAI,457.283,VRAI,FAUX,Business
3166,firstname2166,lastname2166,Male,56,VRAI,460.583,VRAI,VRAI,Leisure
3167,firstname2167,lastname2167,Male,56,VRAI,455.945,VRAI,VRAI,Business
3168,firstname2168,lastname2168,Male,57,VRAI,493.415,FAUX,FAUX,Leisure
3169,firstname2169,lastname2169,Male,57,VRAI,484.332,FAUX,FAUX,Business
3170,firstname2170,lastname2170,Male,55,VRAI,480.795,FAUX,VRAI,Leisure
3171,firstname2171,lastname2171,Male,56,VRAI,476.245,FAUX,VRAI,Business
3172,firstname2172,lastname2172,Male,53,VRAI,485.345,VRAI,FAUX,Leisure
3173,firstname2173,lastname2173,Male,54,VRAI,485.887,VRAI,FAUX,Business
3174,firstname2174,lastname2174,Male,53,VRAI,472.989,VRAI,VRAI,Leisure
3175,firstname2175,lastname2175,Male,54,VRAI,493.528,VRAI,VRAI,Business
3176,firstname2176,lastname2176,Male,60,FAUX,85.189,FAUX,FAUX,Leisure
3177,firstname2177,lastname2177,Male,62,FAUX,91.380,FAUX,FAUX,Business
3178,firstname2178,lastname2178,Male,59,FAUX,81.165,FAUX,VRAI,Leisure
3179,firstname2179,lastname2179,Male,59,FAUX,93.599,FAUX,VRAI,Business
3180,firstname2180,lastname2180,Male,59,FAUX,75.957,VRAI,FAUX,Leisure
3181,firstname2181,lastname2181,Male,62,FAUX,86.199,VRAI,FAUX,Business
3182,firstname2182,lastname2182,Male,62,FAUX,91.199,VRAI,VRAI,Leisure
3183,firstname2183,lastname2183,Male,62,FAUX,74.122,VRAI,VRAI,Business
3184,firstname2184,lastname2184,Male,58,FAUX,108.587,FAUX,FAUX,Leisure
3185,firstname2185,lastname2185,Male,60,FAUX,118.659,FAUX,FAUX,Business
3186,firstname2186,lastname2186,Male,60,FAUX,96.092,FAUX,VRAI,Leisure
3187,firstname2187,lastname2187,Male,60,FAUX,113.909,FAUX,VRAI,Business
3188,firstname2188,lastname2188,Male,60,FAUX,114.111,VRAI,FAUX,Leisure
3189,firstname2189,lastname2189,Male,59,FAUX,100.987,VRAI,FAUX,Business
3190,firstname2190,lastname2190,Male,59,FAUX,102.931,VRAI,VRAI,Leisure
3191,firstname2191,lastname2191,Male,62,FAUX,113.248,VRAI,VRAI,Business
3192,firstname2192,lastname2192,Male,61,FAUX,129.052,FAUX,FAUX,Leisure
3193,firstname2193,lastname2193,Male,59,FAUX,134.894,FAUX,FAUX,Business
3194,firstname2194,lastname2194,Male,61,FAUX,126.163,FAUX,VRAI,Leisure
3195,firstname2195,lastname2195,Male,58,FAUX,138.925,FAUX,VRAI,Business
3196,firstname2196,lastname2196,Male,61,FAUX,131.810,VRAI,FAUX,Leisure
3197,firstname2197,lastname2197,Male,60,FAUX,123.555,VRAI,FAUX,Business
3198,firstname2198,lastname2198,Male,62,FAUX,143.092,VRAI,VRAI,Leisure
3199,firstname2199,lastname2199,Male,61,FAUX,138.918,VRAI,VRAI,Business
3200,firstname2200,lastname2200,Male,60,FAUX,169.044,FAUX,FAUX,Leisure
3201,firstname2201,lastname2201,Male,62,FAUX,163.049,FAUX,FAUX,Business
3202,firstname2202,lastname2202,Male,58,FAUX,168.708,FAUX,VRAI,Leisure
3203,firstname2203,lastname2203,Male,61,FAUX,147.927,FAUX,VRAI,Business
3204,firstname2204,lastname2204,Male,62,FAUX,157.294,VRAI,FAUX,Leisure
3205,firstname2205,lastname2205,Male,61,FAUX,162.594,VRAI,FAUX,Business
3206,firstname2206,lastname2206,Male,61,FAUX,163.228,VRAI,VRAI,Leisure
3207,firstname2207,lastname2207,Male,59,FAUX,161.196,VRAI,VRAI,Business
3208,firstname2208,lastname2208,Male,60,FAUX,176.352,FAUX,FAUX,Leisure
3209,firstname2209,lastname2209,Male,61,FAUX,174.128,FAUX,FAUX,Business
3210,firstname2210,lastname2210,Male,58,FAUX,191.992,FAUX,VRAI,Leisure
3211,firstname2211,lastname2211,Male,61,FAUX,185.312,FAUX,VRAI,Business
3212,firstname2212,lastname2212,Male,61,FAUX,177.147,VRAI,FAUX,Leisure
3213,firstname2213,lastname2213,Male,60,FAUX,193.064,VRAI,FAUX,Business
3214,firstname2214,lastname2214,Male,61,FAUX,188.573,VRAI,VRAI,Leisure
3215,firstname2215,lastname2215,Male,61,FAUX,180.924,VRAI,VRAI,Business
3216,firstname2216,lastname2216,Male,58,FAUX,208.119,FAUX,FAUX,Leisure
3217,firstname2217,lastname2217,Male,60,FAUX,198.272,FAUX,FAUX,Business
3218,firstname2218,lastname2218,Male,62,FAUX,203.249,FAUX,VRAI,Leisure
3219,firstname2219,lastname2219,Male,60,FAUX,218.578,FAUX,VRAI,Business
3220,firstname2220,lastname2220,Male,60,FAUX,195.373,VRAI,FAUX,Leisure
3221,firstname2221,lastname2221,Male,61,FAUX,205.621,VRAI,FAUX,Business
3222,firstname2222,lastname2222,Male,58,FAUX,200.199,VRAI,VRAI,Leisure
3223,firstname2223,lastname2223,Male,62,FAUX,200.101,VRAI,VRAI,Business
3224,firstname2224,lastname2224,Male,58,FAUX,243.088,FAUX,FAUX,Leisure
3225,firstname2225,lastname2225,Male,60,FAUX,240.632,FAUX,FAUX,Business
3226,firstname2226,lastname2226,Male,61,FAUX,223.067,FAUX,VRAI,Leisure
3227,firstname2227,lastname2227,Male,59,FAUX,229.230,FAUX,VRAI,Business
3228,firstname2228,lastname2228,Male,62,FAUX,226.946,VRAI,FAUX,Leisure
3229,firstname2229,lastname2229,Male,58,FAUX,242.068,VRAI,FAUX,Business
3230,firstname2230,lastname2230,Male,62,FAUX,229.760,VRAI,VRAI,Leisure
3231,firstname2231,lastname2231,Male,60,FAUX,221.429,VRAI,VRAI,Business
3232,firstname2232,lastname2232,Male,62,FAUX,259.585,FAUX,FAUX,Leisure
3233,firstname2233,lastname2233,Male,60,FAUX,264.527,FAUX,FAUX,Business
3234,firstname2234,lastname2234,Male,58,FAUX,253.620,FAUX,VRAI,Leisure
3235,firstname2235,lastname2235,Male,62,FAUX,249.085,FAUX,VRAI,Business
3236,firstname2236,lastname2236,Male,61,FAUX,263.330,VRAI,FAUX,Leisure
3237,firstname2237,lastname2237,Male,60,FAUX,254.348,VRAI,FAUX,Business
3238,firstname2238,lastname2238,Male,59,FAUX,254.337,VRAI,VRAI,Leisure
3239,firstname2239,lastname2239,Male,59,FAUX,249.515,VRAI,VRAI,Business
3240,firstname2240,lastname2240,Male,62,FAUX,291.705,FAUX,FAUX,Leisure
3241,firstname2241,lastname2241,Male,59,FAUX,279.398,FAUX,FAUX,Business
3242,firstname2242,lastname2242,Male,61,FAUX,278.247,FAUX,VRAI,Leisure
3243,firstname2243,lastname2243,Male,59,FAUX,279.496,FAUX,VRAI,Business
3244,firstname2244,lastname2244,Male,58,FAUX,272.476,VRAI,FAUX,Leisure
3245,firstname2245,lastname2245,Male,58,FAUX,274.570,VRAI,FAUX,Business
3246,firstname2246,lastname2246,Male,60,FAUX,278.877,VRAI,VRAI,Leisure
3247,firstname2247,lastname2247,Male,61,FAUX,281.234,VRAI,VRAI,Business
3248,firstname2248,lastname2248,Male,62,FAUX,301.237,FAUX,FAUX,Leisure
3249,firstname2249,lastname2249,Male,59,FAUX,296.033,FAUX,FAUX,Business
3250,firstname2250,lastname2250,Male,62,FAUX,304.881,FAUX,VRAI,Leisure
3251,firstname2251,lastname2251,Male,62,FAUX,305.984,FAUX,VRAI,Business
3252,firstname2252,lastname2252,Male,60,FAUX,295.787,VRAI,FAUX,Leisure
3253,firstname2253,lastname2253,Male,60,FAUX,308.574,VRAI,FAUX,Business
3254,firstname2254,lastname2254,Male,59,FAUX,318.734,VRAI,VRAI,Leisure
3255,firstname2255,lastname2255,Male,62,FAUX,297.753,VRAI,VRAI,Business
3256,firstname2256,lastname2256,Male,58,FAUX,327.803,FAUX,FAUX,Leisure
3257,firstname2257,lastname2257,Male,61,FAUX,336.585,FAUX,FAUX,Business
3258,firstname2258,lastname2258,Male,62,FAUX,340.822,FAUX,VRAI,Leisure
3259,firstname2259,lastname2259,Male,58,FAUX,320.777,FAUX,VRAI,Business
3260,firstname2260,lastname2260,Male,59,FAUX,329.561,VRAI,FAUX,Leisure
3261,firstname2261,lastname2261,Male,61,FAUX,340.520,VRAI,FAUX,Business
3262,firstname2262,lastname2262,Male,62,FAUX,344.802,VRAI,VRAI,Leisure
3263,firstname2263,lastname2263,Male,61,FAUX,320.715,VRAI,VRAI,Business
3264,firstname2264,lastname2264,Male,58,FAUX,354.719,FAUX,FAUX,Leisure
3265,firstname2265,lastname2265,Male,61,FAUX,361.876,FAUX,FAUX,Business
3266,firstname2266,lastname2266,Male,61,FAUX,361.360,FAUX,VRAI,Leisure
3267,firstname2267,lastname2267,Male,62,FAUX,365.758,FAUX,VRAI,Business
3268,firstname2268,lastname2268,Male,59,FAUX,353.400,VRAI,FAUX,Leisure
3269,firstname2269,lastname2269,Male,62,FAUX,361.028,VRAI,FAUX,Business
3270,firstname2270,lastname2270,Male,60,FAUX,353.753,VRAI,VRAI,Leisure
3271,firstname2271,lastname2271,Male,61,FAUX,345.081,VRAI,VRAI,Business
3272,firstname2272,lastname2272,Male,62,FAUX,378.088,FAUX,FAUX,Leisure
3273,firstname2273,lastname2273,Male,60,FAUX,378.480,FAUX,FAUX,Business
3274,firstname2274,lastname2274,Male,60,FAUX,384.748,FAUX,VRAI,Leisure
3275,firstname2275,lastname2275,Male,60,FAUX,383.336,FAUX,VRAI,Business
3276,firstname2276,lastname2276,Male,59,FAUX,393.097,VRAI,FAUX,Leisure
3277,firstname2277,lastname2277,Male,61,FAUX,381.341,VRAI,FAUX,Business
3278,firstname2278,lastname2278,Male,60,FAUX,375.864,VRAI,VRAI,Leisure
3279,firstname2279,lastname2279,Male,61,FAUX,386.136,VRAI,VRAI,Business
3280,firstname2280,lastname2280,Male,61,FAUX,416.602,FAUX,FAUX,Leisure
3281,firstname2281,lastname2281,Male,61,FAUX,413.102,FAUX,FAUX,Business
3282,firstname2282,lastname2282,Male,60,FAUX,416.014,FAUX,VRAI,Leisure
3283,firstname2283,lastname2283,Male,60,FAUX,412.706,FAUX,VRAI,Business
3284,firstname2284,lastname2284,Male,60,FAUX,405.497,VRAI,FAUX,Leisure
3285,firstname2285,lastname2285,Male,62,FAUX,396.027,VRAI,FAUX,Business
3286,firstname2286,lastname2286,Male,62,FAUX,407.951,VRAI,VRAI,Leisure
3287,firstname2287,lastname2287,Male,59,FAUX,403.153,VRAI,VRAI,Business
3288,firstname2288,lastname2288,Male,62,FAUX,424.580,FAUX,FAUX,Leisure
3289,firstname2289,lastname2289,Male,59,FAUX,441.726,FAUX,FAUX,Business
3290,firstname2290,lastname2290,Male,59,FAUX,422.133,FAUX,VRAI,Leisure
3291,firstname2291,lastname2291,Male,61,FAUX,444.040,FAUX,VRAI,Business
3292,firstname2292,lastname2292,Male,60,FAUX,422.821,VRAI,FAUX,Leisure
3293,firstname2293,lastname2293,Male,58,FAUX,431.718,VRAI,FAUX,Business
3294,firstname2294,lastname2294,Male,60,FAUX,433.893,VRAI,VRAI,Leisure
3295,firstname2295,lastname2295,Male,58,FAUX,437.214,VRAI,VRAI,Business
3296,firstname2296,lastname2296,Male,61,FAUX,445.716,FAUX,FAUX,Leisure
3297,firstname2297,lastname2297,Male,61,FAUX,461.065,FAUX,FAUX,Business
3298,firstname2298,lastname2298,Male,61,FAUX,451.037,FAUX,VRAI,Leisure
3299,firstname2299,lastname2299,Male,60,FAUX,468.072,FAUX,VRAI,Business
3300,firstname2300,lastname2300,Male,59,FAUX,468.976,VRAI,FAUX,Leisure
3301,firstname2301,lastname2301,Male,59,FAUX,469.380,VRAI,FAUX,Business
3302,firstname2302,lastname2302,Male,61,FAUX,445.255,VRAI,VRAI,Leisure
3303,firstname2303,lastname2303,Male,62,FAUX,450.701,VRAI,VRAI,Business
3304,firstname2304,lastname2304,Male,60,FAUX,470.063,FAUX,FAUX,Leisure
3305,firstname2305,lastname2305,Male,58,FAUX,489.785,FAUX,FAUX,Business
3306,firstname2306,lastname2306,Male,62,FAUX,481.973,FAUX,VRAI,Leisure
3307,firstname2307,lastname2307,Male,59,FAUX,483.605,FAUX,VRAI,Business
3308,firstname2308,lastname2308,Male,62,FAUX,485.325,VRAI,FAUX,Leisure
3309,firstname2309,lastname2309,Male,58,FAUX,477.625,VRAI,FAUX,Business
3310,firstname2310,lastname2310,Male,59,FAUX,474.515,VRAI,VRAI,Leisure
3311,firstname2311,lastname2311,Male,59,FAUX,480.933,VRAI,VRAI,Business
3312,firstname2312,lastname2312,Male,61,VRAI,81.727,FAUX,FAUX,Leisure
3313,firstname2313,lastname2313,Male,62,VRAI,87.018,FAUX,FAUX,Business
3314,firstname2314,lastname2314,Male,59,VRAI,94.720,FAUX,VRAI,Leisure
3315,firstname2315,lastname2315,Male,61,VRAI,75.421,FAUX,VRAI,Business
3316,firstname2316,lastname2316,Male,59,VRAI,78.441,VRAI,FAUX,Leisure
3317,firstname2317,lastname2317,Male,59,VRAI,94.547,VRAI,FAUX,Business
3318,firstname2318,lastname2318,Male,60,VRAI,78.380,VRAI,VRAI,Leisure
3319,firstname2319,lastname2319,Male,62,VRAI,70.475,VRAI,VRAI,Business
3320,firstname2320,lastname2320,Male,61,VRAI,109.792,FAUX,FAUX,Leisure
3321,firstname2321,lastname2321,Male,62,VRAI,100.662,FAUX,FAUX,Business
3322,firstname2322,lastname2322,Male,61,VRAI,95.135,FAUX,VRAI,Leisure
3323,firstname2323,lastname2323,Male,58,VRAI,100.101,FAUX,VRAI,Business
3324,firstname2324,lastname2324,Male,61,VRAI,102.323,VRAI,FAUX,Leisure
3325,firstname2325,lastname2325,Male,61,VRAI,95.609,VRAI,FAUX,Business
3326,firstname2326,lastname2326,Male,60,VRAI,108.703,VRAI,VRAI,Leisure
3327,firstname2327,lastname2327,Male,60,VRAI,111.603,VRAI,VRAI,Business
3328,firstname2328,lastname2328,Male,61,VRAI,144.966,FAUX,FAUX,Leisure
3329,firstname2329,lastname2329,Male,60,VRAI,132.960,FAUX,FAUX,Business
3330,firstname2330,lastname2330,Male,62,VRAI,134.565,FAUX,VRAI,Leisure
3331,firstname2331,lastname2331,Male,61,VRAI,142.264,FAUX,VRAI,Business
3332,firstname2332,lastname2332,Male,58,VRAI,137.595,VRAI,FAUX,Leisure
3333,firstname2333,lastname2333,Male,58,VRAI,135.047,VRAI,FAUX,Business
3334,firstname2334,lastname2334,Male,60,VRAI,133.502,VRAI,VRAI,Leisure
3335,firstname2335,lastname2335,Male,61,VRAI,142.428,VRAI,VRAI,Business
3336,firstname2336,lastname2336,Male,61,VRAI,159.446,FAUX,FAUX,Leisure
3337,firstname2337,lastname2337,Male,61,VRAI,160.874,FAUX,FAUX,Business
3338,firstname2338,lastname2338,Male,59,VRAI,160.594,FAUX,VRAI,Leisure
3339,firstname2339,lastname2339,Male,61,VRAI,153.701,FAUX,VRAI,Business
3340,firstname2340,lastname2340,Male,58,VRAI,155.168,VRAI,FAUX,Leisure
3341,firstname2341,lastname2341,Male,60,VRAI,148.324,VRAI,FAUX,Business
3342,firstname2342,lastname2342,Male,60,VRAI,145.571,VRAI,VRAI,Leisure
3343,firstname2343,lastname2343,Male,61,VRAI,157.180,VRAI,VRAI,Business
3344,firstname2344,lastname2344,Male,62,VRAI,192.510,FAUX,FAUX,Leisure
3345,firstname2345,lastname2345,Male,62,VRAI,173.731,FAUX,FAUX,Business
3346,firstname2346,lastname2346,Male,59,VRAI,186.643,FAUX,VRAI,Leisure
3347,firstname2347,lastname2347,Male,59,VRAI,187.935,FAUX,VRAI,Business
3348,firstname2348,lastname2348,Male,62,VRAI,176.883,VRAI,FAUX,Leisure
3349,firstname2349,lastname2349,Male,60,VRAI,178.113,VRAI,FAUX,Business
3350,firstname2350,lastname2350,Male,60,VRAI,171.187,VRAI,VRAI,Leisure
3351,firstname2351,lastname2351,Male,61,VRAI,193.157,VRAI,VRAI,Business
3352,firstname2352,lastname2352,Male,58,VRAI,214.330,FAUX,FAUX,Leisure
3353,firstname2353,lastname2353,Male,59,VRAI,215.668,FAUX,FAUX,Business
3354,firstname2354,lastname2354,Male,60,VRAI,217.918,FAUX,VRAI,Leisure
3355,firstname2355,lastname2355,Male,61,VRAI,217.681,FAUX,VRAI,Business
3356,firstname2356,lastname2356,Male,61,VRAI,195.620,VRAI,FAUX,Leisure
3357,firstname2357,lastname2357,Male,59,VRAI,211.312,VRAI,FAUX,Business
3358,firstname2358,lastname2358,Male,60,VRAI,216.424,VRAI,VRAI,Leisure
3359,firstname2359,lastname2359,Male,58,VRAI,206.825,VRAI,VRAI,Business
3360,firstname2360,lastname2360,Male,60,VRAI,230.508,FAUX,FAUX,Leisure
3361,firstname2361,lastname2361,Male,60,VRAI,220.353,FAUX,FAUX,Business
3362,firstname2362,lastname2362,Male,62,VRAI,221.203,FAUX,VRAI,Leisure
3363,firstname2363,lastname2363,Male,61,VRAI,222.718,FAUX,VRAI,Business
3364,firstname2364,lastname2364,Male,60,VRAI,242.384,VRAI,FAUX,Leisure
3365,firstname2365,lastname2365,Male,62,VRAI,239.601,VRAI,FAUX,Business
3366,firstname2366,lastname2366,Male,62,VRAI,238.556,VRAI,VRAI,Leisure
3367,firstname2367,lastname2367,Male,58,VRAI,226.589,VRAI,VRAI,Business
3368,firstname2368,lastname2368,Male,58,VRAI,264.834,FAUX,FAUX,Leisure
3369,firstname2369,lastname2369,Male,60,VRAI,250.493,FAUX,FAUX,Business
3370,firstname2370,lastname2370,Male,60,VRAI,251.003,FAUX,VRAI,Leisure
3371,firstname2371,lastname2371,Male,62,VRAI,260.675,FAUX,VRAI,Business
3372,firstname2372,lastname2372,Male,62,VRAI,262.860,VRAI,FAUX,Leisure
3373,firstname2373,lastname2373,Male,58,VRAI,256.032,VRAI,FAUX,Business
3374,firstname2374,lastname2374,Male,61,VRAI,255.059,VRAI,VRAI,Leisure
3375,firstname2375,lastname2375,Male,61,VRAI,269.717,VRAI,VRAI,Business
3376,firstname2376,lastname2376,Male,59,VRAI,282.765,FAUX,FAUX,Leisure
3377,firstname2377,lastname2377,Male,61,VRAI,279.630,FAUX,FAUX,Business
3378,firstname2378,lastname2378,Male,58,VRAI,294.534,FAUX,VRAI,Leisure
3379,firstname2379,lastname2379,Male,60,VRAI,283.220,FAUX,VRAI,Business
3380,firstname2380,lastname2380,Male,59,VRAI,290.948,VRAI,FAUX,Leisure
3381,firstname2381,lastname2381,Male,59,VRAI,275.148,VRAI,FAUX,Business
3382,firstname2382,lastname2382,Male,61,VRAI,277.714,VRAI,VRAI,Leisure
3383,firstname2383,lastname2383,Male,59,VRAI,285.923,VRAI,VRAI,Business
3384,firstname2384,lastname2384,Male,59,VRAI,318.132,FAUX,FAUX,Leisure
3385,firstname2385,lastname2385,Male,58,VRAI,303.718,FAUX,FAUX,Business
3386,firstname2386,lastname2386,Male,60,VRAI,298.060,FAUX,VRAI,Leisure
3387,firstname2387,lastname2387,Male,61,VRAI,310.170,FAUX,VRAI,Business
3388,firstname2388,lastname2388,Male,62,VRAI,306.759,VRAI,FAUX,Leisure
3389,firstname2389,lastname2389,Male,61,VRAI,314.147,VRAI,FAUX,Business
3390,firstname2390,lastname2390,Male,61,VRAI,309.306,VRAI,VRAI,Leisure
